title,link
Read this on the Web,http://postgresweekly.com/issues/98
Postgres Weekly,http://postgresweekly.com
Super Fuzzy Searching on PostgreSQL,http://bartlettpublishing.com/site/bartpub/blog/3/entry/350
7 PostgreSQL Data Migration Hacks You Should Be using (But Aren't),http://engineering.tilt.com/7-postgresql-data-migration-hacks/
Foreign Data Wrappers for PostgreSQL,http://www.vertabelo.com/blog/technical-articles/foreign-data-wrappers-for-postgresql
The Lazy Analyst's Guide To Postgres JSON,https://www.periscope.io/blog/the-lazy-analysts-guide-to-postgres-json.html
Fast Postgres from .NET,https://blog.dsl-platform.com/fast-postgres-from-dotnet/
Amazon RDS for PostgreSQL Adds Support for 9.4.1,http://aws.amazon.com/about-aws/whats-new/2015/03/amazon-rds-for-postgresql-now-supports-94/
Why I Choose PostgreSQL Over MySQL/MariaDB,http://news.dice.com/2015/03/19/why-i-choose-postgresql-over-mysqlmariadb/
Bringing The Power of Postgres to NodeJS,http://rob.conery.io/2015/03/13/bringing-the-power-of-postgres-to-nodejs/
How to Backup your AWS Cloud-based PostgreSQL Database,http://www.n2ws.com/blog/how-to-backup-your-aws-cloud-based-postgresql-database.html
Bringing Parallel Sequential Scan to PostgreSQL 9.5,http://rhaas.blogspot.fr/2015/03/parallel-sequential-scan-for-postgresql.html
Job: Systemadministrator / Platform Engineer DevOps (m/w) eShop – Cassandra; Puppet; Jenkins; Linux,http://kaufhof-jobs.dvinci.de/cgi-bin/appl/selfservice.pl?action=jobdetail&job_pub_nr=71834101-3E82-4552-821A-438F85F8F35B&p=homepage&preview=1&utm_source=postgresweekly&utm_medium=email
gundula.pabst@kaufhof.de,mailto:gundula.pabst@kaufhof.de
Craig Kerstiens,https://twitter.com/craigkerstiens
See our archives,http://postgresweekly.com/issues

