title,link
Brendan Eich's ECMAScript Harmony: Rise of the Compilers,https://www.youtube.com/watch?v=PlmsweSNhTw
The Linguistics of JavaScript,https://www.youtube.com/watch?v=4sNUzqrhQqY&index=7&list=PL055Epbe6d5ZqIHE7NA5f6Iq_bZNjuWvS
Flux Application Architecture Online/In-Person Workshop,https://frontendmasters.com/workshops/flux/
,https://frontendmasters.com/workshops/flux/
Common Misconceptions About Inheritance in JavaScript,https://medium.com/javascript-scene/common-misconceptions-about-inheritance-in-javascript-d5d9bab29b0a
Elimate JavaScript Code Smells,http://elijahmanor.github.io/talks/js-smells/
Announcing Globalize 1.0: An Internationalization Library,http://blog.jquery.com/2015/04/23/announcing-globalize-1-0/
This week's Node Weekly,http://nodeweekly.com/issues/83
Apply to 100 of the best NYC startups in 60 seconds with Underdog.io,https://underdog.io/?utm_source=javascriptweekly&utm_medium=4_24_2015_jsweeklysponsor&utm_campaign=handpickforyou
Software Engineer / Entwickler (m/w) eShop – Scala; Scrum; TDD,http://kaufhof-jobs.dvinci.de/cgi-bin/appl/selfservice.pl?action=jobdetail;job_pub_nr=32731CDF-442A-46F0-9C93-75A6C4101B76;p=homepage;preview=1
gundula.pabst@kaufhof.de,mailto:gundula.pabst@kaufhof.de
Let’s Code JavaScript Celebrates 300 Episodes; Goes Free This Weekend,http://www.letscodejavascript.com/v3/blog/2015/04/300_episodes
AngularJS 1.4 Completely Refactors Animation System,http://www.infoq.com/news/2015/04/angularjs-14-ngAnimate
JSChannel Conference 2015: Bengaluru; India - July 17-18,http://2015.jschannel.com/
React Native v0.4 Released,http://facebook.github.io/react/blog/2015/04/17/react-native-v0.4.html
The Basics of Variable Scope in JavaScript,https://www.codepunker.com/blog/the-basics-of-variable-scope-in-javascript
Patterns of JavaScript UI Widget Instantiation,http://developer.telerik.com/featured/patterns-of-javascript-ui-widget-instantiation/
Thinking Outside the DOM: Composed Validators and Data Collection,http://www.sitepoint.com/thinking-outside-dom-composed-validators-data-collection/
ES6 In Depth: An Introduction,https://hacks.mozilla.org/2015/04/es6-in-depth-an-introduction/
Anatomy of a JavaScript MV* Framework,https://www.youtube.com/watch?v=vfg8FmVbOm0
Build with the best Redis support and analytics from RedisGreen,http://www.redisgreen.net/
Loupe: A Tool to Visualize How JS' Callback Queue and Event Loop Interact,http://latentflip.com/loupe/
Get Your Node.js Application Running in Minutes,http://hubs.ly/y0zSM-0
A Curated List of Helpful Angular 2 Material and Links,https://github.com/timjacobi/angular2-education
Everyone Has JavaScript; Right?,http://kryogenix.org/code/browser/everyonehasjs.html
What Every Angular Project Likely Needs - and A Gulp Build to Provide It,http://www.webcodegeeks.com/javascript/angular-js/every-angular-project-likely-needs-gulp-build-provide/
egg.js: A Simple Way to Add 'Easter Eggs' to Web Pages,https://github.com/mikeflynn/egg.js
ItemSlide: A Simple Touch Carousel jQuery Plugin,http://itemslide.github.io/
DefiantJS: Lightning-Fast Searches On JSON using XPath Expressions,http://www.defiantjs.com/
NoSleep.js: Prevent Display Sleep and Enable Wake Lock On Android and iOS,https://github.com/richtr/NoSleep.js
angular-table: Angular Directive for Sortable; Paginated Tables,https://github.com/samu/angular-table

